2024-03-06 19:53:06.295,7.16900000,WLDUSDT
2024-03-06 19:53:06.298,0.15988000,DOGEUSDT
2024-03-06 19:53:06.300,2.01700000,FIROUSDT
2024-03-06 19:53:06.307,3.36300000,LDOUSDT
2024-03-06 19:53:06.316,0.14330000,OXTUSDT
2024-03-06 19:53:06.329,2.58060000,JTOUSDT
2024-03-06 19:53:06.338,41.01000000,AVAXUSDT
2024-03-06 19:53:06.342,3.78000000,BONDUSDT
2024-03-06 19:53:06.345,0.75890000,SFPUSDT
2024-03-06 19:53:06.346,1.00210000,FDUSDUSDT
2024-03-06 19:53:06.358,0.53740000,ENJUSDT
2024-03-06 19:53:06.360,35.47000000,SSVUSDT
2024-03-06 19:53:06.362,0.91307000,EDUUSDT
2024-03-06 19:53:06.362,25.62000000,AUCTIONUSDT
2024-03-06 19:53:06.377,0.02845000,PONDUSDT
2024-03-06 19:53:06.379,6.72500000,SANTOSUSDT
2024-03-06 19:53:06.418,0.57640000,WOOUSDT
2024-03-06 19:53:06.423,0.00003441,SHIBUSDT
2024-03-06 19:53:06.436,0.04631000,VETUSDT
2024-03-06 19:53:06.438,4.89900000,QTUMUSDT
2024-03-06 19:53:06.453,0.06668000,STPTUSDT
2024-03-06 19:53:06.466,0.34060000,KMDUSDT
2024-03-06 19:53:06.467,2067.00000000,MKRUSDT
2024-03-06 19:53:06.469,0.53430000,JOEUSDT
2024-03-06 19:53:06.474,0.10234000,SKLUSDT
2024-03-06 19:53:06.476,0.39580000,BAKEUSDT
2024-03-06 19:53:06.487,1.87740000,WIFUSDT
2024-03-06 19:53:06.499,0.08468800,RENUSDT
2024-03-06 19:53:06.500,2.12700000,PORTALUSDT
2024-03-06 19:53:06.528,0.03727000,IRISUSDT
2024-03-06 19:53:06.529,2.54890000,FTTUSDT
2024-03-06 19:53:06.536,0.36160000,POWRUSDT
2024-03-06 19:53:06.558,2.06300000,ARBUSDT
2024-03-06 19:53:06.575,0.67130000,FRONTUSDT
2024-03-06 19:53:06.592,4.46100000,FORTHUSDT
2024-03-06 19:53:06.605,1.14860000,CELOUSDT
2024-03-06 19:53:06.623,3.25900000,GALUSDT
2024-03-06 19:53:06.634,0.14838000,CHZUSDT
2024-03-06 19:53:06.649,1.15100000,OMGUSDT
2024-03-06 19:53:06.651,0.30370000,DUSKUSDT
2024-03-06 19:53:06.658,0.18800000,PNTUSDT
2024-03-06 19:53:06.670,2.13380000,AXLUSDT
2024-03-06 19:53:06.703,1.16290000,LUNAUSDT
2024-03-06 19:53:06.721,0.03928000,DOCKUSDT
2024-03-06 19:53:06.775,0.47310000,SXPUSDT
2024-03-06 19:53:06.785,0.07453000,MDXUSDT
